productname,size,newprice,oldprice,link
Katjes Chocjes Vegan Cookie Lover 50g,50g,"0,79","1,59",https://www.goflink.com//de-DE/shop/product/katjes-chocjes-vegan-cookie-lover-50g-11015303/
Katjes Chocjes Vegan Salty Pretzel 50g,50g,"0,48","1,59",https://www.goflink.com//de-DE/shop/product/katjes-chocjes-vegan-salty-pretzel-50g-11015304/
Lindt Excellence Mild 70% 100g,100g,"2,29",0,https://www.goflink.com//de-DE/shop/product/lindt-excellence-mild-70-100g-11011905/
Lindt Hello Vegan Salted Caramel 100g,100g,"2,99",0,https://www.goflink.com//de-DE/shop/product/lindt-hello-vegan-salted-caramel-100g-11011916/
Lindt Vegan Salted Almonds 100g,100g,"2,99",0,https://www.goflink.com//de-DE/shop/product/lindt-vegan-salted-almonds-100g-11012653/
Lindt Vegan Sweet & Salty Popcorn 100g,100g,"2,99",0,https://www.goflink.com//de-DE/shop/product/lindt-vegan-sweet-and-salty-popcorn-100g-11012652/
Lindt Vegane Haselnuss 100g,100g,"2,99",0,https://www.goflink.com//de-DE/shop/product/lindt-vegane-haselnuss-100g-11015861/
Lotus Biscoff 250g,250g,"1,59",0,https://www.goflink.com//de-DE/shop/product/lotus-biscoff-250g-11015311/
Oreo Klassik Vanillecreme 4x4 Stk. 176g,176g,"1,59",0,https://www.goflink.com//de-DE/shop/product/oreo-classic-vanillecreme-176g-11010901/
Raw Bite Bio Cacao Riegel 50g,50g,"1,99",0,https://www.goflink.com//de-DE/shop/product/raw-bite-bio-cacao-riegel-50g-11010306/
Raw Bite Bio Cashew Riegel 50g,50g,"1,99",0,https://www.goflink.com//de-DE/shop/product/raw-bite-bio-cashew-riegel-50g-11010307/
Ricola Alpen Salbei zuckerfrei 75g,75g,"1,99",0,https://www.goflink.com//de-DE/shop/product/ricola-alpen-salbei-zuckerfrei-75g-11014891/
Ricola Kräuter Original zuckerfrei 75g,75g,"1,99",0,https://www.goflink.com//de-DE/shop/product/ricola-krauter-original-zuckerfrei-75g-11014890/
Ritter Sport Sesam Vegan 100g,100g,"1,99",0,https://www.goflink.com//de-DE/shop/product/ritter-sport-vegan-sesam-100g-11010965/
Veganz Bio Schokolade Roasted Hazelnut vegan 90g,90g,"2,79",0,https://www.goflink.com//de-DE/shop/product/veganz-bio-schokolade-roasted-hazelnut-vegan-90g-11017355/
Veganz Bio Schokolade White Roasted Almond vegan 80g,80g,"2,79",0,https://www.goflink.com//de-DE/shop/product/veganz-bio-schokolade-white-roasted-almond-vegan-80g-11017360/
Veganz Fruchtgummi Fizzy Cola vegan 100g,100g,"1,39",0,https://www.goflink.com//de-DE/shop/product/veganz-fruchtgummi-fizzy-cola-vegan-100g-11017358/
Veganz Gummibärchen vegan 100g,100g,"1,39",0,https://www.goflink.com//de-DE/shop/product/veganz-gummibarchen-vegan-100g-11017357/
