productname,size,newprice,oldprice,link
Banane 1 Stk. (Ecuador),1S,"0,34",0,https://www.goflink.com//de-DE/shop/product/bananen-1-stk-ecuador-11012870/
Banane 1 Stk. (Guatemala),1S,"0,34",0,https://www.goflink.com//de-DE/shop/product/bananen-1-stk-guatemala-11013432/
Banane 1 Stk. (Honduras),1S,"0,34",0,https://www.goflink.com//de-DE/shop/product/bananen-1-stk-honduras-11016424/
Banane 1 Stk. (Kolumbien),1S,"0,34",0,https://www.goflink.com//de-DE/shop/product/bananen-1-stk-kolumbien-11013227/
Banane 1 Stk. (Panama),1S,"0,34",0,https://www.goflink.com//de-DE/shop/product/bananen-1-stk-nicaragua-11013300/
Banane 1 Stk. (Peru),1S,"0,34",0,https://www.goflink.com//de-DE/shop/product/bananen-1-stk-peru-11013668/
Beerenmix 150g (Marokko),BeerenmixS,"2,99",0,https://www.goflink.com//de-DE/shop/product/beerenmix-150g-marokko-11016725/
Bio Apfel Braeburn 1 Stk. (Deutschland),1S,"0,69",0,https://www.goflink.com//de-DE/shop/product/bio-apfel-braeburn-1-stk-deutschland-11012164/
Bio Apfel Braeburn 1 Stk. (Italien),1S,"0,69",0,https://www.goflink.com//de-DE/shop/product/bio-apfel-braeburn-1-stk-italien-11013308/
Bio Apfel Jonagored / Red Jonaprince 1 Stk. (Deutschland),1S,"0,69",0,https://www.goflink.com//de-DE/shop/product/bio-apfel-jonagored-1-stk-deutschland-11012946/
Bio Avocado 1 Stk. (Kenia),1S,"1,79",0,https://www.goflink.com//de-DE/shop/product/bio-avocado-1-stk-kenia-11017752/
Bio Avocado 1 Stk. (Spanien),1S,"1,79",0,https://www.goflink.com//de-DE/shop/product/bio-avocado-spanien-1-stk-11011551/
Bio Avocado Hass 1 Stk. (Peru),1S,"1,79",0,https://www.goflink.com//de-DE/shop/product/bio-avocado-hass-1-stk-peru-11012497/
Bio Banane 1 Stk. (Dominikanische Republik),Stk.S,"0,39",0,https://www.goflink.com//de-DE/shop/product/bananen-1-stk-sudamerika-11012871/
Bio Banane 1 Stk. (Ecuador),1S,"0,39",0,https://www.goflink.com//de-DE/shop/product/bio-banane-1-stk-ecuador-11016894/
Bio Banane 1 Stk. (Kolumbien),1S,"0,39",0,https://www.goflink.com//de-DE/shop/product/bio-banane-1-stk-kolumbien-11016891/
Bio Banane 1 Stk. (Peru),1S,"0,39",0,https://www.goflink.com//de-DE/shop/product/bio-banane-1-stk-peru-11016893/
Bio Bananen 5 Stk. (Dominikanische Republik),Stk.S,"1,99",0,https://www.goflink.com//de-DE/shop/product/bio-bananen-5-stk-dominikanische-republik-11017667/
Bio Bananen 5 Stk. (Ecuador),5S,"1,99",0,https://www.goflink.com//de-DE/shop/product/bio-bananen-5-stk-ecuador-11017666/
Bio Bananen 5 Stk. (Kolumbien),5S,"1,99",0,https://www.goflink.com//de-DE/shop/product/bio-bananen-5-stk-kolumbien-11017668/
Bio Bananen 5 Stk. (Peru),5S,"1,99",0,https://www.goflink.com//de-DE/shop/product/bio-bananen-5-stk-peru-11017665/
Bio Birne Abate 1 Stk. (Argentinien),1S,"0,99",0,https://www.goflink.com//de-DE/shop/product/bio-birne-abate-1-stk-kl-ii-argentinien-11012395/
Bio Birne Packham 1 Stk. (Argentinien),1S,"0,99",0,https://www.goflink.com//de-DE/shop/product/bio-birne-packham-1-stk-argentinien-11013399/
Bio Brombeeren 125g (Spanien),BrombeerenS,"3,69",0,https://www.goflink.com//de-DE/shop/product/bio-brombeeren-125g-spanien-11017673/
Bio Clementinen im Netz 1kg (Italien),NetzS,"3,99",0,https://www.goflink.com//de-DE/shop/product/bio-clementinen-im-netz-1kg-italien-11016441/
Bio Clementinen im Netz 1kg (Spanien),NetzS,"3,99",0,https://www.goflink.com//de-DE/shop/product/bio-clementinen-im-netz-1kg-spanien-11016440/
Bio Clementinen im Netz 750g (Spanien),NetzS,"2,79",0,https://www.goflink.com//de-DE/shop/product/bio-clementinen-im-netz-750g-spanien-11015631/
Bio Erdbeeren 250g (Spanien),ErdbeerenS,"2,49",0,https://www.goflink.com//de-DE/shop/product/bio-erdbeeren-250g-spanien-11016123/
Bio Grapefruit Rose 1 Stk. (Frankreich),1S,"1,59",0,https://www.goflink.com//de-DE/shop/product/bio-grapefruit-rose-1-stk-spanien-11012496/
Bio Grapefruit Rose 1 Stk. (Südafrika),1S,"1,59",0,https://www.goflink.com//de-DE/shop/product/bio-grapefruit-rose-1-stk-sudafrika-11012968/
Bio Heidelbeeren 125g (Argentinien),HeidelbeerenS,"2,49",0,https://www.goflink.com//de-DE/shop/product/bio-heidelbeeren-125g-argentinien-11016454/
Bio Heidelbeeren 125g (Chile),HeidelbeerenS,"2,49",0,https://www.goflink.com//de-DE/shop/product/bio-heidelbeeren-125g-chile-11016455/
Bio Heidelbeeren 125g (Deutschland),HeidelbeerenS,"2,49",0,https://www.goflink.com//de-DE/shop/product/bio-heidelbeeren-125g-deutschland-11013894/
Bio Heidelbeeren 125g (Peru),HeidelbeerenS,"2,49",0,https://www.goflink.com//de-DE/shop/product/bio-heidelbeeren-125g-peru-11016456/
Bio Heidelbeeren 125g (Spanien),HeidelbeerenS,"2,49",0,https://www.goflink.com//de-DE/shop/product/bio-heidelbeeren-125g-spanien-11011530/
Bio Heidelbeeren 125g (Südafrika),HeidelbeerenS,"2,49",0,https://www.goflink.com//de-DE/shop/product/bio-heidelbeeren-125g-sudafrika-11016457/
Bio Heidelbeeren 175g (Marokko),HeidelbeerenS,"2,99",0,https://www.goflink.com//de-DE/shop/product/bio-heidelbeeren-175g-marokko-11017470/
