productname;newprice;oldprice;link
Bree Pinot Noir Rose QbA feinherb 0,75l;4,49;0;https://www.goflink.com//de-DE/shop/product/bree-pinot-noir-rose-qba-feinherb-0-75l-11017250/
Buitenverwachting Meifort WO. Coastal Region - 0,75l;6,99;9,99;https://www.goflink.com//de-DE/shop/product/buitenverwachting-meifort-wo-coastal-region-0-75l-11015493/
Doppio Passo Puglia Primitivo Bio 0,75l;9,49;0;https://www.goflink.com//de-DE/shop/product/doppio-passo-puglia-primitivo-0-75l-11011292/
Doppio Passo Salento Primitivo 0,75l;4,24;8,49;https://www.goflink.com//de-DE/shop/product/doppio-passo-salento-primitivo-13-0-75l-2020-11012082/
El Meson Rioja Crianza DOCa. 0,75l;2,70;8,99;https://www.goflink.com//de-DE/shop/product/el-meson-crianza-0-75l-11015491/
Entrecote - Merlot, Cabernet, Syrah VDF. 0,75l;4,99;0;https://www.goflink.com//de-DE/shop/product/entrecote-merlot-cabernet-syrah-cuvee-vin-de-france-0-75l-11015381/
Farnese Edizione Autoctoni VDT 0,75l;17,84;25,49;https://www.goflink.com//de-DE/shop/product/farnese-edizione-autoctoni-vdt-0-75l-11015496/
Farnese Fantini  Montepulciano d´Abruzzo DOC 0,75l;5,99;0;https://www.goflink.com//de-DE/shop/product/farnese-montepulciano-d-abruzzo-doc-0-75l-11015497/
Farnese Lunatico Nero d'Avola Sicilia IGT 0,75l;5,99;0;https://www.goflink.com//de-DE/shop/product/farnese-lunatico-nero-davola-sicilia-igt-0-75l-11017802/
Farnese Lunatico Primitivo Puglia IGT 0,75l;5,99;0;https://www.goflink.com//de-DE/shop/product/farnese-lunatico-primitivo-puglia-igt-0-75l-11017803/
Fleur de d'Artagnan Rouge Côtes de Gascogne IGP. 0,75l;5,99;0;https://www.goflink.com//de-DE/shop/product/fleur-de-dartagnan-rouge-cotes-de-gascogne-igp-0-75l-11017827/
Freixenet Rotwein Cabernet Sauvignon 0,75l;5,99;0;https://www.goflink.com//de-DE/shop/product/freixenet-rotwein-cabernet-sauvignon-halbtrocken-750ml-11013874/
Freixenet Rotwein Mederano Tinto halbtrocken 0,75l;3,99;0;https://www.goflink.com//de-DE/shop/product/freixenet-rotwein-mederano-tinto-halbtrocken-0-75l-11017309/
Frescobaldi Nipozzano Chianti Rufina Riserva 0,75l;7,99;0;https://www.goflink.com//de-DE/shop/product/frescobaldi-nipozzano-chianti-rufina-riserva-0-75l-11011726/
Frey Spätburgunder Rot  Gutswein QbA trocken 0,75l;7,99;0;https://www.goflink.com//de-DE/shop/product/frey-spatburgunder-rot-gutswein-qba-trocken-0-75l-11016248/
Golden Kaan Cabernet Sauvignon Western Cape 0,75l;1,80;5,99;https://www.goflink.com//de-DE/shop/product/golden-kaan-cabernet-sauv-western-cape-0-75l-11011728/
Grand Sud Merlot IGP D´OC 1,0l;4,99;0;https://www.goflink.com//de-DE/shop/product/grand-sud-merlot-vin-de-pays-d-oc-0-75l-11015379/
Gérard Bertrand Heritage 1130 Merlot Cité de Carcassonne 0,75l;9,99;0;https://www.goflink.com//de-DE/shop/product/gerard-bertrand-heritage-1130-merlot-cite-de-carcassonne-0-75l-11017809/
Gérard Bertrand Heritage 118 Cabernet Syrah Cité de Carcassonne 0,75l;9,99;0;https://www.goflink.com//de-DE/shop/product/gerard-bertrand-heritage-118-cabernet-syrah-cite-de-carcassonne-0-75l-11017814/
Just Fucking Good Wine BIO Tinto Valencia DO. 0,75l;12,99;0;https://www.goflink.com//de-DE/shop/product/just-fucking-good-wine-bio-tinto-valencia-do-0-75l-11017807/
La Baume Saint Paul Cabernet Sauvignon Reserve Vin de Pays - D`Oc - 0,75l;1,80;5,99;https://www.goflink.com//de-DE/shop/product/la-baume-saint-paul-cabernet-sauvignon-reserve-vin-de-pays-d-oc-0-75l-11015377/
La Baume Saint Paul Merlot Reserve Vin de Pays - D`Oc - 0,75l;5,99;0;https://www.goflink.com//de-DE/shop/product/la-baume-saint-paul-merlot-reserve-vin-de-pays-d-oc-0-75l-11015376/
Landlust Bio Dornfelder-Spätburgunder trocken 0,75l;4,99;0;https://www.goflink.com//de-DE/shop/product/landlust-bio-dornfelder-spatburgunder-trocken-12-vol-750ml-11013351/
Latentia Novantaceppi Primitivo Puglia IGP. halbtrocken 0,75l;5,99;0;https://www.goflink.com//de-DE/shop/product/latentia-novantaceppi-primitivo-puglia-igp-halbtrocken-0-75l-11017305/
